許可番号,区分,商号,代表者,郵便番号,市区町村,所在地,電話番号,資本金(千円),法人/個人,許可業種,特定,許可年月日,推定年数下限,業種分類,中南部
47014945,知事,（株）大進,山内 和樹,904-2153,沖縄市,美里１－１０－２４,090-9656-7276,1500,法人,建大解,,R050714,0,建設業（総合）,1
47013957,知事,大伸組,赤嶺 伸伍,901-2132,浦添市,伊祖１－１５－１５,090-8662-6323,,個人,と,,R070428,5,その他専門工事,1
47001649,知事,大晋建設（株）,大城 壮司,900-0024,那覇市,古波蔵３－６－５,098-831-7777,46100,法人,土建大左と石屋タ筋舗し板ガ塗防内具水解,1,R040519,35,建設業（総合）,1
47003241,知事,（有）大眞建設,諸見里 真,901-0504,島尻郡八重瀬町,字後原５２６－１,098-998-8005,10000,法人,土建大と石屋タ鋼舗し内水,,R070418,35,建設業（総合）,1
47004535,知事,（株）大進建設,石垣 進,907-0004,石垣市,字登野城６７１,0980-82-5743,48000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,1,R070426,35,建設業（総合）,
47010599,知事,（株）大進建設,前原 進,901-0146,那覇市,具志３－２３－２１,098-840-9663,40000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶園具水解,1,R040925,15,建設業（総合）,1
47000118,知事,（資）大進工業,宜野座 砂子,900-0012,那覇市,泊１－２４－１４,098-867-5862,20000,法人,土と管舗水,1,R040330,35,建設業（総合）,1
47004131,知事,（有）大進工業,西江 喜伴,905-0702,島尻郡伊平屋村,字前泊１９５－１,0980-46-2133,10000,法人,土建と石電管舗園水,,R031221,35,建設業（総合）,
47013239,知事,（株）大進興業,大浦 大介,906-0014,宮古島市,平良市字松原５２１－６,0980-72-4722,40000,法人,土建左と石鋼舗し塗水解,1,R051222 R060911,8,建設業（総合）,
47013491,知事,大真工業,大嶺 真一,901-1206,南城市,大里字仲間１０６３－３,098-975-7027,,個人,土と石鋼舗し水,,R050622,8,建設業（総合）,1
47013888,知事,（株）大信鋼業,佐藤 一信,901-2225,宜野湾市,大謝名１－３－１４－２０３号 ビジュアルサンセット,098-927-3159,100,法人,筋,,R070207,5,その他専門工事,1
47013920,知事,（有）大進鉱業,比嘉 秀一,901-3806,島尻郡南大東村,字池之沢２６９,09802-2-2912,3000,法人,土と石鋼舗し塗水,,R070319,5,建設業（総合）,
47015440,知事,（株）大新工業,新垣 寿,904-1111,うるま市,石川東恩納５７,090-8620-7622,1000,法人,具,,R070905,0,その他専門工事,1
47008853,知事,（有）大仁工務店,大城 仁,900-0004,那覇市,銘苅３－８－１１,098-866-7784,3000,法人,建大左と石屋タ鋼筋板ガ塗防内絶具,,R021019,20,建設業（総合）,1
47008338,知事,（株）大伸重機建設,名嘉眞 章,904-1301,国頭郡宜野座村,字松田２１９４－２,098-968-8312,15000,法人,土建と石管舗水,,R030909,20,建設業（総合）,
47009253,知事,（株）大進商会,新垣 善久,902-0067,那覇市,字安里４１６大進ビル,098-894-9856,25000,法人,土建と石鋼筋舗し塗水,,R040703,20,建設業（総合）,1
47007164,知事,（有）泰伸電気,大城 泰夫,904-0323,中頭郡読谷村,字高志保２５０,098-958-1000,10000,法人,電,,R070303,28,電気・設備工事,1
47009955,知事,大進電設,大城 勇進,901-0301,糸満市,阿波根１４０６番地１２６,098-992-5752,,個人,電,,R021024,20,電気・設備工事,1
47003819,知事,（株）大新電設工業,池上 秀一,902-0074,那覇市,字仲井真４００－１,098-834-5331,9800,法人,電,,R070107,35,電気・設備工事,1
47009090,知事,（有）大伸電設工業,大城 正俊,905-0019,名護市,大北５－１９－２９,0980-54-2438,10000,法人,土と石電管鋼舗水消,,R070210,20,建設業（総合）,
47005441,知事,（株）大真木材,大城 匠,900-0003,那覇市,字安謝２２０－１,098-861-2206,15400,法人,建大屋タ内,,R021129,35,建設業（総合）,1
47009517,知事,大水産業,水津 信之,901-2302,中頭郡北中城村,字渡口２０５８－１,098-935-1613,,個人,屋,,R051008,20,その他専門工事,1
47013775,知事,（株）タイズリフォーム,赤嶺 雄一郎,901-1303,島尻郡与那原町,字与那原１１１８,098-975-7815,9000,法人,建大左と石屋タ鋼筋板ガ塗防内絶具,,R060906,5,建設業（総合）,1
47009775,知事,（株）大成,名嘉眞 貞子,904-2242,うるま市,字高江洲１０４４,098-974-9248,5000,法人,土と石管鋼舗し水解,,R040725 R061222,20,建設業（総合）,1
47009875,知事,（株）大成,吉田 直樹,901-1203,南城市,大里字大城５３８－８,098-946-8383,20000,法人,電,1,R050729,20,電気・設備工事,1
47011587,知事,（株）大成,屋嘉比 康暢,901-3805,島尻郡南大東村,字在所２６９－２,09802-2-2331,3000,法人,土と舗,,R060825,12,建設業（総合）,
47014983,知事,（株）たいせい,荻堂 盛星,901-2102,浦添市,前田１－４８－２（２０２）,070-5693-7129,1000,法人,筋,,R050929,0,その他専門工事,1
47015062,知事,（株）大生,山内 妃幸,901-0201,豊見城市,字真玉橋２７４－３ 赤嶺ビル２０５号室,098-996-7353,1000,法人,土建大と石屋タ鋼舗し内水解,,R060209 R061023,0,建設業（総合）,1
47007963,知事,（株）大成開発,名嘉原 トモ子,901-1206,南城市,大里字仲間１０００,098-943-0118,26000,法人,建大左と石屋タ鋼筋板ガ塗防内絶具,1,R040904,28,建設業（総合）,1
47013784,知事,大成企業（株）,大城 幸成,903-0117,中頭郡西原町,字翁長５５８－２,098-943-8511,5000,法人,土と石電管鋼舗し水解,,R030818 R060301,5,建設業（総合）,1
47013454,知事,（株）大成技研,宜保 成彦,901-0353,糸満市,字束里７５－６,098-996-1265,5000,法人,土大と石鋼舗し水,,R050516,8,建設業（総合）,1
47014012,知事,（合）大成基礎開発,古堅 寛,900-0003,那覇市,安謝１－１－１６,098-867-6289,2000,法人,井,,R070612,5,その他専門工事,1
47014463,知事,大誠組,大宜見 誠,904-2174,沖縄市,与儀１－１－１０,080-9102-0769,,個人,土と石鋼舗し水解,,R030917,0,建設業（総合）,1
47000770,知事,（有）大政建設,島尻 典子,906-0506,宮古島市,伊良部字長浜１３９１－３,0980-78-4001,30000,法人,土建と石電管鋼舗し塗園水解,1,R050201,35,建設業（総合）,
47013058,知事,大誠建設工業（株）,村井 誠,901-2123,浦添市,西洲２－１－１,098-943-0726,1000,法人,と,,R030923,8,その他専門工事,1
47014116,知事,大成工業,奥平 広満,901-2126,浦添市,宮城６－１２－６ 比嘉ビル４Ｆ Ａ－７,090-9783-6074,,個人,と,,R020911,5,その他専門工事,1
47012845,知事,大成興産（株）,仲地 松雄,901-2226,宜野湾市,嘉数３－４－８,090-3794-9443,30000,法人,土建大と石屋タ鋼舗し内水,,R021023,12,建設業（総合）,1
47005895,知事,（有）タイセイ産業,大城 清,901-0306,糸満市,西崎町５－１２－１６,098-994-4892,30000,法人,土建と石鋼舗ガ塗具水,,R070201,35,建設業（総合）,1
47009723,知事,（有）大成住託,山城 長吉,904-1107,うるま市,石川曙２－１－１５－１０１号室,098-964-5438,3000,法人,土建と石鋼舗し水,,R060804,20,建設業（総合）,1
47011871,知事,（株）大生商事,砂辺 長吉,902-0071,那覇市,繁多川２－７－１７,098-836-1116,10000,法人,建,,R021215,12,建設業（総合）,1
47005733,知事,大成設備工業（株）,狩俣 吉信,903-0804,那覇市,首里石嶺町４－４４４－６,098-871-4031,25000,法人,土と石電管鋼舗し塗機水解,1,R030911,35,建設業（総合）,1
47005180,知事,（株）大生通信,與那國 隆,901-0241,豊見城市,字豊見城３１８－１,098-850-2330,39000,法人,電管通消,,R050628,35,電気・設備工事,1
47002079,知事,大成土建（株）,砂川 昌則,906-0013,宮古島市,平良字下里１５６１－４,0980-72-0156,30000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,1,R040901 R060513,35,建設業（総合）,
47012852,知事,大成塗装工業（株）,照屋 勝己,906-0007,宮古島市,平良字東仲宗根６９３－１６,0980-72-7983,5000,法人,塗防,,R021030,12,塗装・防水,
47007989,知事,（有）大星土木,下地 秀明,906-0105,宮古島市,城辺字長間２９－１,0980-77-2877,15000,法人,土と石管舗水,,R021019,28,建設業（総合）,
47010821,知事,（有）大成プラン,大城 学,901-2132,浦添市,伊祖２－１－２タバビル３－Ｂ,098-879-7408,3000,法人,建大と内,,R070511,15,建設業（総合）,1
47011316,知事,（有）大生防災設備,比嘉 盛治,901-2131,浦添市,牧港１－８－５,098-876-4131,5000,法人,消,,R050104,12,電気・設備工事,1
47007727,知事,（株）大成ホーム,喜名 景秀,901-2131,浦添市,牧港３－３９－１１,098-877-7756,50000,法人,土建大と石屋タ鋼舗し塗内水解,1,R030914,28,建設業（総合）,1
47005793,知事,（株）大設,大兼久 健,901-2221,宜野湾市,伊佐３－１８－３,098-897-8924,20000,法人,土と石管鋼舗し塗機水,1,R031127,35,建設業（総合）,1
47007787,知事,（有）大設工業,大城 正一,901-0224,豊見城市,字与根２０９－２,098-856-0611,25000,法人,土と石管舗水,,R040313,28,建設業（総合）,1
47014724,知事,大善（合）,名嘉 善朗,905-1311,国頭郡大宜味村,字塩屋１３０６－４４,0980-44-1902,2010,法人,建,,R040909,0,建設業（総合）,
47009509,知事,（有）ダイゼン空調設備,大城 善和,904-2245,うるま市,字赤道６０８－６,098-974-1050,5000,法人,土建大左と石屋管タ鋼筋舗し板ガ塗防内絶具水,,R030621 R060808,20,建設業（総合）,1
47008907,知事,大拓建設,根間 政幸,906-0007,宮古島市,平良字東仲宗根２２,0980-73-5910,,個人,土と石鋼舗水,,R021227,20,建設業（総合）,
47009243,知事,（株）大智,屋嘉比 康暢,901-3805,島尻郡南大東村,字在所２６４－４,09802-2-2825,40000,法人,土建と石鋼舗し塗園水解,1,R061029,20,建設業（総合）,
47012637,知事,（株）大地クリア,山入端 豊,901-0152,那覇市,字小禄９１２－１,098-859-2522,10000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶具水解,,R070130,12,建設業（総合）,1
47008623,知事,（有）大地建設,神里 保,900-0024,那覇市,古波蔵２－１７－１６,098-836-9687,20000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内具水解,1,R040615,20,建設業（総合）,1
47008676,知事,大地建設（株）,有嶋 隆司,907-0024,石垣市,字新川２３１８－１６,0980-82-5382,10000,法人,土建と石管鋼舗し塗水,,R070308,20,建設業（総合）,
47007651,知事,（有）大地造園,下地 カツ子,906-0012,宮古島市,平良字西里１０３５,0980-73-1405,3000,法人,土と石鋼舗園水,,R041205,28,建設業（総合）,
47009729,知事,（有）大地造園,砂川 政行,907-0004,石垣市,字登野城５２５－４,0980-84-1660,5000,法人,土と石鋼舗し園水,,R040524,20,建設業（総合）,
47013680,知事,大地防水,島袋 英勝,904-2204,うるま市,字西原４２１－２－３０２,098-972-6877,,個人,防,,R060522,8,塗装・防水,1
47007046,知事,（株）大展,大新垣 好展,906-0502,宮古島市,伊良部字池間添６８３－２,0980-78-5678,30000,法人,土と石電鋼舗し水,,R060423,28,建設業（総合）,
47014836,知事,（合）大電工,大泊 用立,901-2224,宜野湾市,真志喜２－２－１９－５０１,098-800-2443,2000,法人,電,,R050310,0,電気・設備工事,1
47003123,知事,大同建設（株）,大嶺 英治,905-1416,国頭郡国頭村,字鏡地１０,0980-41-5524,20000,法人,土と石管鋼舗し塗園水解,1,R030825,35,建設業（総合）,
47008245,知事,（有）大登工業,大濱 幸則,904-2215,うるま市,みどり町６－５－１０－１０５,098-972-7511,4000,法人,と,,R030519,20,その他専門工事,1
47000893,知事,（有）大都建設,上地 一都,905-0228,国頭郡本部町,字伊野波２０７－６,0980-47-2746,40000,法人,土建大と石鋼舗し内水,1,R070222,35,建設業（総合）,
47014710,知事,（株）ダイナ沖縄,野原 一将,901-0342,糸満市,字糸洲３３７－１,098-851-9730,2000,法人,大左石屋タ板ガ塗防内絶具,,R040826,0,塗装・防水,1
47005959,知事,（有）大南建設工業,大城 清,901-0612,南城市,玉城字當山６１,098-948-2610,9000,法人,土建と石管舗水,,R060608,35,建設業（総合）,1
47007519,知事,（株）ダイナン産業,大城 信仁,904-2162,沖縄市,海邦町３－３０,098-934-1114,41500,法人,建大左と石屋タ鋼筋板ガ塗防内絶具,1,R050724,28,建設業（総合）,1
47011602,知事,大南装美,大嶺 勇,901-0412,島尻郡八重瀬町,字上田原４２－２,098-840-7420,,個人,塗,,R060911,12,塗装・防水,1
47014783,知事,（株）大日商会,平井 良治,900-0005,那覇市,字天久９５５－５,098-917-4004,3000,法人,土と石鋼舗し水,,R041202,0,建設業（総合）,1
47004459,知事,（有）大日土木,平川 悟,901-2216,宜野湾市,字佐真下８３,089-898-5233,22000,法人,土建大と石屋鋼筋舗し塗防内水解,1,R041102,35,建設業（総合）,1
47014374,知事,（株）大日本工業,金城 兼正,901-1103,島尻郡南風原町,字与那覇２７７－８－１０３,098-996-1861,1000,法人,土と石電管鋼舗し水,,R030625,5,建設業（総合）,1
47003873,知事,大発工業（株）,玉城 出人,901-2221,宜野湾市,伊佐３－１３－６,098-897-0321,20000,法人,土と石電管鋼舗塗機水解,1,R040930 R050803,35,建設業（総合）,1
47003905,知事,（有）大番総業,寄川 裕美,906-0006,宮古島市,平良字西仲宗根５５１－１,0980-73-7133,8000,法人,土建と石舗水,,R040201,35,建設業（総合）,
47005955,知事,（有）大福建設,友利 直次,901-2114,浦添市,安波茶１－２２－１６,098-876-4089,27000,法人,土建大左と石屋タ鋼筋舗し板ガ塗防内絶園具水解,1,R040821,35,建設業（総合）,1
47003483,知事,大平建設,大城 守平,901-0619,南城市,玉城字屋嘉部４９,098-948-3341,,個人,建,,R070508,35,建設業（総合）,1
47006442,知事,太平建設（株）,池間 信治郎,906-0012,宮古島市,平良字西里１３３７,0980-73-1144,40000,法人,土建大と石管鋼舗し塗内水解,1,R050706,28,建設業（総合）,
47011978,知事,大平総業（株）,松原 敬周,900-0002,那覇市,曙２－１７－６,098-951-0702,12000,法人,土と石鋼舗し水,,R030817,12,建設業（総合）,1
47011158,知事,（資）太平木工所,宮里 善作,902-0067,那覇市,安里１－７－１,098-867-3620,4880,法人,大具,,R031207,15,その他専門工事,1
47006981,知事,（株）太平洋開発,手登根 久雄,901-2213,宜野湾市,志真志４－２－２,098-898-7800,20000,法人,土建と石鋼舗し塗水,,R040806,28,建設業（総合）,1
